User,Type_Offline,Confidence_Offline,Events
SpencerPresley,Unknown,,1
Sponge-Bas,Unknown,,1
SquarerFive,Unknown,,2
StanFromIreland,Human,0.768,17
Steake,Unknown,,2
SteveT86,Unknown,,1
Story5,Unknown,,2
Stubblef,Unknown,,2
Subinsdev,Unknown,,1
SunG206,Unknown,,2
Sunburst6,Unknown,,2
Sundaylawrence,Unknown,,1
Sunishot,Unknown,,1
Sunjnn,Unknown,,1
Super1Windcloud,Human,0.374,15
SuperMaxine,Unknown,,2
SuperluminalKnight,Unknown,,1
Superoldman96,Unknown,,4
Suro4ek,Unknown,,2
SwayamInSync,Human,0.842,64
SyafaHadyan,Unknown,,3
SyouTono242,Unknown,,2
T-akkiii,Unknown,,4
T4nT4n,Unknown,,1
TCS-mturpin,Unknown,,1
TGoddessana,Unknown,,2
TJ2005,Unknown,,1
TadalaLakshmiTanmayi,Unknown,,1
Tagger-h,Unknown,,1
Taha2053,Unknown,,1
Tanvir-831,Unknown,,1
TanvirOnGH,Human,0.551,6
Tefx,Unknown,,1
Tends-to-repeat,Unknown,,3
Teuze,Unknown,,3
Tevin-yue,Unknown,,2
TheChicagoKid,Unknown,,1
TheDivergent,Unknown,,2
TheGrognardling,Unknown,,4
TheM14,Unknown,,1
TheMartianObserver,Unknown,,1
TheSirC,Unknown,,1
TheTarren,Bot,0.055,11
TheWeirdDev,Human,0.82,5
Thijss,Unknown,,2
Thimeo-dev,Unknown,,2
ThiruMath,Unknown,,2
ThisaraniAchinthika,Unknown,,2
Thoth87,Unknown,,4
ThreadAbort,Unknown,,1
TianzhongSong,Unknown,,1
TiburonR,Unknown,,1
Tim5Tang,Unknown,,1
TimStraube,Unknown,,1
Timotheus1907,Unknown,,3
TimotheusBachinger,Bot,0.052,6
TiredNotTear,Unknown,,1
Tmurder90,Unknown,,1
TobiasBoegel,Unknown,,1
Tom-Kinstle,Unknown,,1
TomSawyer2,Unknown,,1
Tommylee1013,Unknown,,1
TripleTSnager45,Unknown,,1
Trunken,Unknown,,1
TruthLoveLife,Unknown,,1
Turrix1,Unknown,,1
UnDogmaticSocrates,Unknown,,1
UncleBig,Unknown,,1
UnknownXXX000,Unknown,,2
User235514,Unknown,,1
Utlls,Unknown,,1
UyCode,Unknown,,3
V3D3,Unknown,,1
VZIKL,Unknown,,3
Vadimbuildercxx,Unknown,,1
VajiraL,Unknown,,3
ValPrado,Unknown,,1
ValentinRonsseray,Unknown,,1
ValidSolution,Unknown,,1
Valiev-Koyiljon,Unknown,,1
Vednawale,Bot,0.86,5
VeryVeryCold,Unknown,,1
Vespart,Unknown,,1
Victor45-hue,Unknown,,1
VictorF1990,Unknown,,1
VictorItkin,Unknown,,1
Viktor879,Unknown,,1
Vincent777,Unknown,,2
Vincentqyw,Human,0.655,5
Vinproworld,Unknown,,1
VioletsOleander,Unknown,,1
VishalPainjane,Unknown,,2
Vitexus,Unknown,,2
VladOS95-cyber,Unknown,,4
Volkopat,Unknown,,2
Vr3n,Unknown,,1
VyankateshRohokale,Human,0.297,9
WANGXINYUuu,Unknown,,1
WMmono,Unknown,,3
WSO123,Unknown,,3
WYfusion,Unknown,,1
WagyuDEV,Human,0.795,5
WahidSyed,Unknown,,1
WanGong,Unknown,,1
WangHewei16,Unknown,,1
WangShaoyu1,Unknown,,1
WangYihang,Human,0.778,16
WangZhongDian,Unknown,,1
Wangxuechi,Human,0.932,7
WannabeTechWarrior,Unknown,,1
WardDeb,Human,0.437,5
WarrenWeckesser,Human,0.922,300
WaterMinding,Unknown,,4
Web3John,Unknown,,1
WeiXie-NNU,Human,0.734,6
WeiZhenOoooo,Unknown,,1
WestedCrean,Human,0.832,7
WestfalNamur,Unknown,,2
What410802,Unknown,,4
Whitelisted1,Unknown,,1
Whztever,Unknown,,1
WillAyd,Human,0.919,300
WilliamJamieson,Human,0.962,300
Willie169,Human,0.795,5
Wilnox23,Unknown,,1
WiseMCU,Unknown,,1
Wolfhan99,Unknown,,1
WongChen,Unknown,,1
Wongty27,Unknown,,2
Woo-juju,Unknown,,1
WyldeBlack,Unknown,,1
XFajk,Unknown,,3
XJTU-WXY,Human,0.619,6
XXXXRT666,Unknown,,1
Xdminsy,Human,0.795,5
XiWeiGu,Human,0.607,16
XiaoYuOvO,Unknown,,1
XiaoZ259,Unknown,,1
Xin-yang-Liu,Unknown,,2
Xithrius,Unknown,,2
Xnsam,Unknown,,1
Y2k38,Unknown,,1
YUUUCC,Unknown,,4
YY-GAO,Unknown,,1
Yangeok,Unknown,,1
YanivZalach,Unknown,,1
Yanzi-dev,Unknown,,2
YaroslavTheOmen,Bot,0.156,5
YconfigY,Unknown,,2
YeonwooSung,Unknown,,1
YiLiu6240,Unknown,,1
Yogi2002-jai,Unknown,,1
Yoon-Yeo,Unknown,,1
Yoza2524,Unknown,,2
YuZhong-Chen,Unknown,,1
YukiYuigishi,Unknown,,1
Yulin-C,Unknown,,1
Yunus-uk,Unknown,,1
YussefRo,Unknown,,1
YuvrajSinghGitbub,Unknown,,1
Z-1220,Unknown,,1
ZH-heng,Unknown,,1
ZHANGJUN-OK,Unknown,,3
ZXH109030,Unknown,,1
Zaczero,Unknown,,4
Zahirgeek,Unknown,,1
ZayaanVertex73,Unknown,,2
ZeroXClem,Unknown,,2
ZhReimu,Unknown,,4
Zheaoli,Unknown,,1
Zhengyu-Huang,Unknown,,1
ZhenshengLee,Unknown,,2
ZhenweiHan,Unknown,,1
ZhuochengZhang98,Unknown,,2
Zihang-Xu-2002,Unknown,,2
ZiyuZ,Unknown,,1
Zoro528,Unknown,,2
Zranshi,Unknown,,2
Zyvoxi,Unknown,,1
aGVsbG93b3JsZA,Unknown,,1
aaachei,Human,0.228,5
aabalke33,Unknown,,1
aabiji,Unknown,,1
aadityabhardwaj4,Unknown,,1
aadityaverma,Unknown,,1
aakashtripathi9,Unknown,,2
aayushiie,Unknown,,2
abayel,Unknown,,1
abdgad,Unknown,,3
abdullahalmazid,Unknown,,1
abdullahau,Human,0.801,10
abdxu9,Unknown,,1
abecadel,Unknown,,1
abhaymundhara,Unknown,,1
abhishek-iitmadras,Human,0.419,15
abillama05,Unknown,,3
abrahamindustry,Unknown,,1
abrahimzaman360,Unknown,,1
aburba,Unknown,,1
acad600,Unknown,,1
acstr,Unknown,,3
actionless,Human,0.313,7
adadgoff,Unknown,,3
adamjstewart,Human,0.959,300
adamsocrat,Unknown,,2
adhamghanim,Unknown,,1
adilhusain-s,Unknown,,1
adimanea,Unknown,,2
adir1,Unknown,,1
adityasanapala,Unknown,,2
adkkml,Unknown,,1
adrian922,Unknown,,1
adrianriveraz,Unknown,,3
adrinjalali,Human,0.941,300
aespinoza,Unknown,,3
aglorhythm,Unknown,,1
agnikit,Unknown,,2
agoatboi,Unknown,,1
agriyakhetarpal,Human,0.955,300
aguilhermerg,Unknown,,3
ahaldane,Human,0.602,18
ahasgw,Unknown,,2
ahmedhosssam,Human,0.927,67
ahmeterdem1,Unknown,,2
ahoarau,Human,0.747,6
aisk,Unknown,,2
aiweaver,Unknown,,4
ajgquional,Human,0.795,5
ajhenri,Unknown,,2
ajm427,Human,0.626,9
ajs1998,Unknown,,1
ajxpr,Unknown,,1
aka863,Human,0.795,5
akaashhazarika,Human,0.148,5
akaliyas,Unknown,,2
akashchi,Unknown,,1
akebiggfgjk,Unknown,,1
akochepasov,Bot,0.021,8
akulutka,Unknown,,1
akyu-cp,Unknown,,1
alaingilbert,Unknown,,1
alcompa,Unknown,,4
alektebel,Unknown,,2
alex-orkuma,Unknown,,1
alex-utk,Unknown,,1
alexanderwu,Unknown,,2
alexeinnne,Unknown,,1
alexindo33,Unknown,,1
alexisCode50,Unknown,,3
alfonsoren,Unknown,,1
alghifaryodon,Unknown,,1
algoplay,Unknown,,3
aliaa07,Unknown,,1
alibustami,Unknown,,1
aliceimb,Unknown,,1
alifa98,Human,0.932,39
alig146,Unknown,,1
alirezamastery,Unknown,,1
alirezaopmc,Unknown,,1
alitakin,Unknown,,2
alixshpalix,Human,0.508,8
almaeder,Unknown,,3
aloumakos,Unknown,,2
alvarorichard,Unknown,,2
alvrogd,Unknown,,3
alxbnct,Human,0.192,72
aman99dex,Unknown,,1
amanguliani,Unknown,,1
amil-m,Unknown,,1
amirdaee,Unknown,,2
amitpatra,Unknown,,2
amitsubhashchejara,Human,0.384,30
ammaralnajim,Unknown,,2
amy-brayshaw,Unknown,,1
anacsas,Unknown,,1
anarchy89,Human,0.9,7
anderscui,Human,0.773,8
andfoy,Human,0.877,300
andressrg,Unknown,,1
andyfaff,Human,0.954,300
andyluss,Human,0.783,10
andymeintjes,Unknown,,1
andyroberts2,Unknown,,3
angerrp,Unknown,,1
anilzeybek,Unknown,,1
anishkargaonkar,Human,0.33,5
annelcp,Unknown,,1
anntzer,Human,0.927,300
ansatzX,Human,0.708,9
anthony0br,Unknown,,1
antimatter96,Unknown,,1
anusha761,Unknown,,1
anushatomar13,Human,0.717,31
anzonathan,Unknown,,2
aposto,Human,0.795,5
appomsk,Unknown,,2
aqiuxx,Unknown,,1
aquila626,Unknown,,1
aragong,Human,0.878,8
arashandishgar,Human,0.044,7
archit15singh,Unknown,,4
arctor-bob,Unknown,,1
aretaon,Unknown,,1
argoneus,Unknown,,1
argvchs,Human,0.68,5
ariah2,Unknown,,1
arielchrist100,Unknown,,1
arnwas,Unknown,,1
arogozhnikov,Human,0.949,37
art-ignatev,Unknown,,3
artemadam,Unknown,,2
artiie5,Unknown,,1
artyfoxx,Unknown,,2
arubin,Human,0.747,8
asahiwu,Unknown,,2
asarkar,Unknown,,1
ashengstd,Unknown,,1
ashish-2022,Human,0.705,18
ashwani-dumca,Bot,0.303,17
asi1024,Human,0.523,300
asir1997,Unknown,,1
asit-piri,Unknown,,1
askmy-stack,Unknown,,1
asmeurer,Human,0.92,300
astin75,Unknown,,1
astrogqzhang,Human,0.309,5
ataey,Unknown,,3
atajwala,Unknown,,2
atakaragoz,Unknown,,4
atasoglu,Unknown,,1
ate362,Unknown,,1
atveit,Unknown,,1
austinvuong,Unknown,,1
avchauzov,Unknown,,3
awlange,Unknown,,2
awops,Unknown,,1
awslaaaa,Unknown,,1
axtavt,Unknown,,4
ayoungfloof,Unknown,,1
aysickrari,Unknown,,1
ayushbisht2001,Unknown,,2
azeem30,Unknown,,2
b-hedden,Unknown,,3
b3by,Unknown,,2
bainari8136,Human,0.189,5
baiyazi233,Unknown,,2
balarcode,Unknown,,4
barracuda156,Human,0.843,296
barrettotte,Unknown,,2
baseadinho,Unknown,,1
bashtage,Human,0.954,300
bassetmatt,Unknown,,1
batch-norm,Unknown,,1
bdWuWuWu,Unknown,,1
bdrasel,Unknown,,1
bdreno,Unknown,,2
bdworkman31,Unknown,,1
beast9527,Unknown,,2
bellescoincidences,Unknown,,4
bemoody,Human,0.594,7
ben-sharpe-xapo,Human,0.637,6
benjaminbrown038,Unknown,,2
benlongo,Human,0.73,9
benoguz,Unknown,,1
bermat-hu,Unknown,,1
bernd-k1337,Unknown,,1
bersbersbers,Human,0.954,105
bfbf510a,Unknown,,2
bhansa,Unknown,,1
bhaskarvilles,Unknown,,1
bhauptvogel,Bot,0.224,5
big-B-wolf,Unknown,,2
big-main,Unknown,,1
bigpper,Unknown,,1
biinnnggggg,Unknown,,3
bilderbuchi,Human,0.939,83
bilgelm,Unknown,,2
binarysta,Unknown,,1
bing220,Unknown,,1
bioatmosphere,Unknown,,3
bit-lang,Unknown,,1
bjodah,Human,0.939,300
bladewang,Unknown,,2
blthayer,Human,0.683,22
bmerry,Human,0.827,47
bnaecker,Unknown,,2
bnightning,Unknown,,1
bohaiwangzi,Unknown,,2
bolatron,Unknown,,1
bongomachine,Unknown,,1
bookyue,Unknown,,1
boomskats,Unknown,,1
borchehq,Unknown,,1
borderlineinstem,Unknown,,2
boristsr,Unknown,,1
boshang,Unknown,,1
bp208322,Human,0.174,6
bradjc613,Unknown,,1
braingram,Human,0.942,300
bransorem,Unknown,,1
breakneo,Human,0.747,6
brendagiugno,Unknown,,1
brendendurham,Unknown,,2
brendisurfs,Unknown,,2
brian-w-smith,Unknown,,1
brittek,Unknown,,3
brotherdust,Unknown,,1
bryanhines,Unknown,,1
bryanwjp,Unknown,,1
bryanxtong,Unknown,,4
bryceandress,Unknown,,1
bsenftner,Unknown,,4
bsipocz,Human,0.932,300
bstaletic,Unknown,,1
bstanley87,Unknown,,1
bulatovv,Unknown,,2
burstknight,Unknown,,4
bwlambert,Human,0.758,9
byakk0-cyberpsycho,Unknown,,1
bydeen,Unknown,,2
byron158,Unknown,,1
bztoy,Unknown,,2
c0state,Unknown,,2
c2ray,Unknown,,2
cabra-lat,Unknown,,1
caguerra,Human,0.812,11
caixzn,Unknown,,2
caleb-johnson,Unknown,,1
calebloring,Unknown,,1
calepayson,Unknown,,2
cama36,Unknown,,1
canozkan42,Unknown,,1
canxiyuanzhe,Unknown,,2
caojeremy,Unknown,,3
caojiachen1,Unknown,,2
caopdev,Unknown,,1
caph1993,Human,0.627,7
caphosra,Unknown,,1
caplinje-NOAA,Unknown,,2
caregon,Unknown,,1
carlos-antunis-physics,Human,0.536,9
carlosgmartin,Human,0.65,24
carloshm,Unknown,,3
carolinagles,Unknown,,1
cassc,Unknown,,1
cbrafter,Unknown,,2
cdadar,Unknown,,2
cdenza,Unknown,,1
cdmondragonr,Unknown,,1
ceiba4687,Unknown,,1
cemo91,Unknown,,1
cepe,Unknown,,1
certik,Human,0.679,300
cgatno,Unknown,,3
ch0c01dxyz,Unknown,,2
ch4d20,Unknown,,1
chahakshahcs5,Unknown,,3
chainer-ci,Bot,0.812,300
chandan0000,Human,0.86,7
changtonghf,Unknown,,2
char101,Human,0.842,19
charris,Human,0.896,300
cheesemid,Unknown,,1
chengkun,Unknown,,1
chenlongxiabc,Unknown,,4
chenray844,Unknown,,1
chessparov,Unknown,,1
chillenb,Human,0.94,58
chinmayrane,Unknown,,3
chitvs,Human,0.639,11
chivoncio,Unknown,,1
choltha,Unknown,,1
choma1,Unknown,,2
chombium,Unknown,,1
chooseanother,Unknown,,1
chris4845,Unknown,,2
chrislambert-ky,Bot,0.156,5
chrispahm,Unknown,,4
christianboyle,Unknown,,1
christianlee-brt,Unknown,,1
christosnon,Human,0.747,7
chrystinacousins,Unknown,,3
cile98,Unknown,,1
cindysua,Unknown,,1
cipeizheng,Unknown,,2
ckf42,Unknown,,2
cleo24620,Unknown,,1
cliiiiine,Unknown,,1
clintaire,Human,0.4,21
clintam123,Human,0.564,5
clmdy,Unknown,,1
clsnull,Unknown,,2
clysto,Unknown,,1
cmeloi,Unknown,,1
cmey,Human,0.925,6
cnliao,Unknown,,3
cnwangbo,Unknown,,1
cod3rboy,Unknown,,1
codeDan,Unknown,,1
cody-jarrett,Unknown,,1
colesbury,Human,0.818,42
colinstiles,Unknown,,3
controversial,Unknown,,2
coquepas,Unknown,,2
cosinepi,Unknown,,2
cosmicBboy,Human,0.9,193
cosmix,Unknown,,3
cpd0101,Unknown,,1
cpeter153,Unknown,,3
craigwarner-ufastro,Human,0.411,5
creedofcool,Unknown,,1
cris971107,Unknown,,1
cristianBMJ,Human,0.795,5
crkurdelak,Unknown,,3
crlcrl1,Unknown,,2
croemheld,Unknown,,1
crusaderky,Human,0.963,300
cs117x,Unknown,,2
cshum,Unknown,,1
csskene,Unknown,,1
cuda-python,Unknown,,1
cuiyuheng,Human,0.665,6
cumtfxx,Unknown,,1
cusar123,Unknown,,1
cute-angelia,Unknown,,1
cvickerysym,Unknown,,1
cwegener,Human,0.909,6
cy-c0,Unknown,,4
cy-rod,Unknown,,2
cyizhuo,Unknown,,1
cypherbit,Unknown,,1
czgdp1807,Human,0.924,300
d1maz,Unknown,,1
d2718,Unknown,,3
da-woods,Human,0.743,94
dadlobster,Unknown,,2
dadwadw233,Unknown,,1
dagardner-nv,Human,0.924,11
daksim,Unknown,,1
damipk,Unknown,,1
dandansamax,Unknown,,2
danepaixao,Unknown,,1
danhey,Human,0.449,14
danholten,Bot,0.088,11
dani0854,Unknown,,1
daniel-pg,Unknown,,1
danielathome19,Human,0.747,7
danieldaeschle,Unknown,,1
danieldira,Unknown,,1
danielfrg,Human,0.84,27
daniellobrunello,Unknown,,1
daniellopez0509640,Unknown,,1
danielquicenouniandes,Unknown,,3
danielsuo,Unknown,,1
danindiana,Unknown,,2
danlkv,Unknown,,4
danmaster01,Bot,0.698,35
danstol,Unknown,,1
dantezhu,Unknown,,4
darkkoo,Unknown,,2
darkzbaron,Unknown,,3
darrylyeo,Unknown,,1
darthoctopus,Human,0.876,20
darvid,Human,0.666,19
dascoder,Unknown,,1
dasiff,Unknown,,1
dataders,Unknown,,4
datta07,Unknown,,2
davidgb246,Unknown,,1
davidkhala,Bot,0.836,5
davidkowalk,Unknown,,1
davidpcg01,Unknown,,1
davidshq,Unknown,,3
davlgd,Unknown,,1
dayne-fisher,Unknown,,1
dberardi99,Human,0.868,11
dbolser,Human,0.587,17
dbv,Unknown,,1
ddaletski,Unknown,,3
ddddavid-he,Unknown,,1
ddffwyb,Unknown,,3
deepthisreekvs,Unknown,,2
deftlion,Human,0.772,6
delicateyjy,Unknown,,1
denis-bz,Human,0.79,25
dependabot[bot],Bot,1.0,300
derekburgess,Unknown,,1
derekhsu,Unknown,,1
despicableGruu,Unknown,,1
detaide,Unknown,,1
dfontenot,Unknown,,1
dg981001,Unknown,,1
dharwadker,Unknown,,1
dhivyapradeep01,Unknown,,1
dhunganabibek,Unknown,,3
dianatofficial,Unknown,,1
dianpeng,Human,0.795,5
digisomni,Unknown,,1
diit,Unknown,,1
dilawarm,Unknown,,3
dillonzq,Unknown,,3
dimabendera,Unknown,,2
dimpase,Human,0.952,69
dinesh-chander,Unknown,,1
diode23,Unknown,,1
djgarcias,Unknown,,1
dkweiss31,Human,0.908,12
dmikushin,Human,0.96,25
dobereiner,Unknown,,2
dominictosku,Unknown,,1
donghquinn,Unknown,,2
dongrixinyu,Unknown,,4
dongxiaolong,Unknown,,1
dotpot,Unknown,,1
dotrann1412,Unknown,,1
dragon28,Unknown,,3
drawtea1234,Unknown,,1
dreamer2008,Unknown,,1
drummersface,Unknown,,1
duburcqa,Human,0.568,32
duckworthd,Unknown,,1
ducviet00,Unknown,,3
dukenmarga,Unknown,,1
duksosleepy,Human,0.762,15
dumbad,Unknown,,1
duncaneddy,Unknown,,2
dundermain,Unknown,,2
duongvgm,Human,0.817,5
dusens,Unknown,,1
dushnilaa,Unknown,,1
duyuxuan,Human,0.828,6
dvhh,Unknown,,1
dylanmazo1233,Unknown,,1
dywu98,Unknown,,1
dzyla,Unknown,,1
e-duard2,Human,0.556,5
e-kwsm,Human,0.593,8
e-moral-sanchez,Unknown,,2
eagunn,Human,0.937,59
ebgoldstein,Unknown,,1
econtal,Unknown,,2
edlau,Unknown,,1
edoak,Unknown,,2
edoardoCame,Unknown,,1
edoyango,Human,0.932,6
edson2v,Unknown,,1
edsonke,Unknown,,2
edwinksl,Human,0.795,5
edwyer450,Unknown,,1
eendebakpt,Human,0.711,300
efimov-mikhail,Unknown,,2
ehgus,Human,0.947,47
ehnap,Unknown,,1
ekayasare,Unknown,,1
elevenlightsinthesky,Unknown,,1
elfnor,Unknown,,4
eliasfrimanns,Unknown,,1
eliudiaz,Unknown,,1
ellingsvee,Unknown,,3
elllusion,Unknown,,1
elmerurbina,Bot,0.125,6
elskow,Unknown,,1
elvd,Unknown,,1
elviskahoro,Unknown,,2
elwhyjay,Unknown,,1
em3rik,Unknown,,1
emcastillo,Human,0.944,300
emiliolaratraductor,Unknown,,1
emilwareus,Unknown,,3
eminalparslan,Unknown,,3
emoen,Unknown,,1
endast,Human,0.73,9
eng-hemo,Unknown,,1
engyasin,Human,0.826,23
epiclen,Unknown,,1
eric-wieser,Human,0.954,289
erichocean,Human,0.587,6
erickgskovik,Unknown,,1
ericodle,Unknown,,4
ernesto-ren,Unknown,,2
eschan145,Unknown,,2
esneko,Human,0.747,7
essicolo,Human,0.747,6
etemkocaaslan,Unknown,,1
eugo-inc,Human,0.308,5
eundersander,Unknown,,3
ev-br,Human,0.959,300
evansd,Unknown,,1
everton1984,Unknown,,1
ewgenijgawrik,Unknown,,1
expatengineer,Human,0.817,5
extesy,Human,0.795,5
eyalk11,Human,0.725,8
ezander,Human,0.637,16
ezralazuardy,Unknown,,1
f0k,Unknown,,3
f35ch,Unknown,,2
fabianhjr,Unknown,,3
fabiodr,Human,0.747,7
fahmyadan,Unknown,,1
faishalnafi,Unknown,,1
faiver99,Unknown,,1
fancidev,Bot,0.074,300
fangtongen,Unknown,,4
faranten,Unknown,,1
farcaini,Unknown,,1
fbender,Unknown,,2
fberlakovich,Unknown,,2
fbottarelli,Unknown,,1
fcabissi,Unknown,,1
fdp09,Unknown,,1
fedemengo,Unknown,,4
fefespn,Unknown,,1
felix332,Unknown,,1
felixkol,Unknown,,2
fengluoqiuwu,Human,0.939,157
fenglyu,Unknown,,4
fernandezfran,Human,0.013,8
ferpieklo,Unknown,,2
fhk,Human,0.659,12
finnagin,Human,0.844,37
fkatada,Bot,0.284,12
flianza,Unknown,,4
floehopper,Unknown,,1
flyingGH,Unknown,,1
flyinsky2009,Unknown,,2
fminuti,Human,0.747,6
fogleman,Unknown,,1
foo123,Unknown,,1
foowaa,Unknown,,1
foraeu,Unknown,,1
forestbat,Human,0.72,36
forkni,Unknown,,2
fortheD,Unknown,,3
fortminors,Unknown,,3
forzahra,Unknown,,1
fotiniak,Unknown,,3
fox-hassam,Unknown,,4
francisco-rosalesm,Unknown,,1
francoplatas,Unknown,,1
frankt86,Human,0.747,7
fraustroisaac,Unknown,,1
freakboy3742,Unknown,,2
fredrichter80,Bot,0.211,20
friedc,Human,0.062,10
fscheidt,Unknown,,4
fuentjaz,Unknown,,1
fykyx521,Unknown,,1
fzyzcjy,Human,0.84,12
g-sv,Unknown,,2
gabi939,Unknown,,2
gaborbernat,Human,0.879,40
gabrielfast,Unknown,,1
gamc12world,Unknown,,1
ganesh-k13,Human,0.949,300
gangulytrisit,Unknown,,3
garakmon,Unknown,,1
gauthierbo,Unknown,,1
gbsufscar,Unknown,,1
gbuntu127,Unknown,,1
geeknik,Unknown,,1
genachiasson,Unknown,,4
george0st,Human,0.774,8
ghishadow,Unknown,,4
ghsanti,Human,0.914,6
giboul,Unknown,,2
github-actions[bot],Bot,1.0,300
gitteeee,Unknown,,1
gjonit1,Unknown,,1
gklinich,Unknown,,1
gkluck,Unknown,,2
gleamingko,Unknown,,1
glebm,Unknown,,2
glitchyordis,Unknown,,2
glopesdev,Unknown,,2
glouigi,Unknown,,3
gmacedo22,Unknown,,1
gmarcosf,Unknown,,1
gmax9,Unknown,,4
gmongell,Unknown,,2
gmrobinson314,Unknown,,1
gooa27,Unknown,,1
goodwin334,Unknown,,1
gorloffslava,Human,0.533,15
goshacmd,Unknown,,1
gouyt13,Unknown,,1
gramos93,Unknown,,1
grayo14,Unknown,,1
greekde1024,Unknown,,1
gregjohnso,Human,0.696,9
gsspdev,Human,0.717,6
guizaibing,Unknown,,1
guolei1204,Unknown,,2
guowei-su,Unknown,,1
gurgunday,Unknown,,4
guziy,Human,0.935,24
gzf201314,Human,0.377,6
h-vetinari,Human,0.639,300
h0uter,Unknown,,2
haataa,Unknown,,1
haimenlinchen,Unknown,,4
hairez,Human,0.019,7
haithngn,Unknown,,1
hakuu-v0,Bot,0.185,8
halala1,Human,0.793,8
halfzm,Unknown,,1
hamannju,Human,0.64,19
hameerabbasi,Human,0.953,300
hammaad2002,Human,0.716,5
hamouksha,Unknown,,2
hamzasalahds,Unknown,,1
hanbk,Unknown,,1
hansuke,Human,0.73,9
hanxiaotian,Unknown,,1
hardstone1998,Unknown,,1
hareeen,Unknown,,2
harish2704,Unknown,,2
hasanisaeed,Unknown,,4
hash-roar,Unknown,,1
hate20130527,Bot,0.097,5
haunt98,Human,0.911,6
hawkinsp,Human,0.93,99
hbghlyj,Unknown,,4
hchen19,Human,0.931,20
hczhu,Unknown,,1
hectorpns,Unknown,,1
hedrox,Unknown,,1
heikir,Unknown,,1
heissanjay,Unknown,,1
helios2k6,Human,0.747,6
heliy,Unknown,,3
hellosunghyun,Human,0.196,5
hemangjoshi37a,Human,0.817,7
hendersonct1986,Unknown,,1
henryiii,Human,0.935,300
henrynguyenrisk,Unknown,,3
henrytriplette,Unknown,,1
hephzibah001,Unknown,,1
herry-liu-gang,Unknown,,1
heyuhere,Unknown,,1
heyuimd,Unknown,,2
hfloveday12,Unknown,,2
hhubert14,Unknown,,1
hidemire,Human,0.639,5
himyjan,Human,0.914,5
hiro0602,Unknown,,1
hite4044,Unknown,,1
hito0512,Unknown,,1
hixanny,Unknown,,2
hj3938,Human,0.883,5
hkim-grip,Unknown,,2
hmaarrfk,Human,0.586,300
hoarjour,Unknown,,1
hobu,Human,0.886,300
hojjatcrypto3,Unknown,,2
hojjatcrypto4,Unknown,,2
holesond,Unknown,,2
hoseinlook,Unknown,,1
hotsticker,Unknown,,2
houzhifan000,Unknown,,3
hprodh,Human,0.578,13
hrgupta,Human,0.659,12
hrvg,Unknown,,1
hsantanna,Unknown,,1
hsetially,Unknown,,2
hsiong,Unknown,,1
htanmo,Unknown,,3
htharoldht,Unknown,,2
huaanrui,Unknown,,1
huanghanye0,Unknown,,2
huazhuangnan,Unknown,,3
hugefiver,Human,0.485,26
hugovk,Human,0.937,75
humberaquino,Unknown,,2
hummuscience,Unknown,,1
hushulin,Unknown,,2
hutauf,Unknown,,1
huyfififi,Unknown,,1
hwhsu1231,Human,0.93,11
hxse,Unknown,,1
hydai,Unknown,,1
hydrogeohc,Human,0.903,5
hym97,Unknown,,2
hyounggyu,Human,0.91,5
hyperupcall,Human,0.536,30
iCurious-D,Unknown,,2
iMonteCristo,Unknown,,2
iMurfyD,Unknown,,3
iamaziz,Unknown,,4
ianamanor,Unknown,,1
ianharris,Human,0.237,12
ianna,Human,0.813,7
ibrahim-abdelghany,Unknown,,1
ibrhmvk,Unknown,,1
icemiler,Bot,0.273,6
ictup,Unknown,,1
idevsoft,Unknown,,4
idimetrix,Human,0.04,21
idjosep,Unknown,,2
ignaciomendizabal,Unknown,,1
ignhs,Human,0.512,6
iliadmitriev,Human,0.758,10
iliazintchenko,Unknown,,1
imba-tjd,Unknown,,3
imeursault,Unknown,,1
imsakg,Unknown,,1
imsy001,Unknown,,3
indrayam,Unknown,,3
infinitron,Unknown,,1
infinity-void6,Human,0.885,5
ingAbrahamVillalobos,Unknown,,1
ingibel,Unknown,,2
inhwamo,Unknown,,1
inqw-qtxr,Unknown,,3
iolo,Unknown,,1
ionut85,Unknown,,1
ipruning,Unknown,,2
ishan121028,Human,0.573,8
iskandergaba,Unknown,,1
israelcm12,Unknown,,1
istiaque-a,Unknown,,1
itssandro,Unknown,,1
itstarsoft,Unknown,,2
itswcg,Unknown,,2
ivanhigueram,Human,0.296,7
ivanmarribas,Human,0.783,9
iwanjunaid,Unknown,,1
izaid,Human,0.62,300
izik-adio,Unknown,,2
izquiratops,Unknown,,1
izzzabellay,Unknown,,2
j-adel,Unknown,,2
j-bowhay,Human,0.779,300
j17d,Human,0.455,15
jabirali,Human,0.695,18
jackjianguo,Unknown,,2
jadekatana,Unknown,,1
jadobd,Unknown,,2
jaechanjo,Unknown,,2
jaelch,Unknown,,1
jaesikk,Unknown,,1
jafet-alf97,Unknown,,1
jaffliang,Unknown,,1
jake-hummin,Unknown,,1
jakevdp,Human,0.19,300
jakewdr,Unknown,,1
jakirkham,Human,0.753,300
jamcheri,Unknown,,1
jamesdeluk,Unknown,,1
jameslamb,Human,0.834,183
jamesrobertlange,Unknown,,1
jameswu5,Unknown,,1
jan-provaznik,Unknown,,2
jan-wassenberg,Human,0.422,169
jarmitage,Human,0.795,5
